112.0	116.0
108.0	116.0
104.0	116.0
100.0	116.0
96.0	116.0
92.0	116.0
88.0	116.0
84.0	116.0
80.0	116.0
76.0	116.0
76.0	120.0
76.0	124.0
76.0	128.0
76.0	132.0
76.0	136.0
76.0	140.0
76.0	144.0
76.0	148.0
76.0	152.0
76.0	156.0
76.0	160.0
52.0	184.0
52.0	180.0
52.0	176.0
52.0	172.0
52.0	168.0
52.0	164.0
52.0	160.0
52.0	156.0
52.0	152.0
52.0	148.0
52.0	144.0
52.0	140.0
48.0	140.0
44.0	140.0
40.0	140.0
36.0	140.0
32.0	140.0
28.0	140.0
24.0	140.0
20.0	140.0
16.0	140.0
12.0	140.0
8.0	140.0
4.0	140.0
56.0	140.0
60.0	140.0
64.0	140.0
68.0	140.0
72.0	140.0
112.0	120.0
112.0	124.0
112.0	128.0
112.0	132.0
112.0	136.0
112.0	140.0
108.0	140.0
104.0	140.0
100.0	140.0
96.0	140.0
96.0	136.0
100.0	136.0
104.0	136.0
108.0	136.0
116.0	136.0
120.0	136.0
124.0	136.0
128.0	136.0
128.0	140.0
128.0	144.0
124.0	144.0
120.0	144.0
116.0	144.0
112.0	144.0
108.0	144.0
104.0	144.0
100.0	144.0
96.0	144.0
152.0	140.0
156.0	140.0
160.0	140.0
164.0	140.0
168.0	140.0
172.0	140.0
176.0	140.0
180.0	140.0
184.0	140.0
188.0	140.0
192.0	140.0
196.0	140.0
200.0	140.0
204.0	140.0
208.0	140.0
212.0	140.0
216.0	140.0
220.0	140.0
172.0	144.0
172.0	148.0
172.0	152.0
172.0	156.0
172.0	160.0
172.0	164.0
172.0	168.0
172.0	172.0
172.0	176.0
172.0	180.0
172.0	184.0
172.0	136.0
172.0	132.0
172.0	128.0
172.0	124.0
172.0	120.0
172.0	116.0
172.0	112.0
172.0	108.0
172.0	104.0
172.0	100.0
172.0	96.0
172.0	92.0
176.0	92.0
180.0	92.0
184.0	92.0
188.0	92.0
192.0	92.0
196.0	92.0
200.0	92.0
204.0	92.0
208.0	92.0
212.0	92.0
212.0	88.0
212.0	84.0
212.0	80.0
212.0	76.0
212.0	72.0
212.0	68.0
212.0	64.0
212.0	60.0
212.0	56.0
212.0	52.0
212.0	48.0
212.0	44.0
212.0	40.0
212.0	36.0
208.0	36.0
204.0	36.0
200.0	36.0
196.0	36.0
192.0	36.0
188.0	36.0
184.0	36.0
180.0	36.0
176.0	36.0
172.0	36.0
172.0	40.0
172.0	44.0
172.0	48.0
172.0	52.0
172.0	56.0
172.0	60.0
172.0	64.0
172.0	68.0
176.0	68.0
180.0	68.0
184.0	68.0
188.0	68.0
192.0	68.0
196.0	68.0
200.0	68.0
204.0	68.0
168.0	68.0
164.0	68.0
160.0	68.0
156.0	68.0
152.0	68.0
148.0	68.0
144.0	68.0
140.0	68.0
136.0	68.0
132.0	68.0
128.0	68.0
124.0	68.0
124.0	64.0
124.0	60.0
124.0	56.0
124.0	52.0
124.0	48.0
124.0	44.0
124.0	40.0
124.0	36.0
128.0	36.0
132.0	36.0
136.0	36.0
140.0	36.0
144.0	36.0
148.0	36.0
152.0	36.0
148.0	72.0
148.0	76.0
148.0	80.0
148.0	84.0
148.0	88.0
148.0	92.0
144.0	92.0
140.0	92.0
136.0	92.0
132.0	92.0
128.0	92.0
124.0	92.0
124.0	96.0
124.0	100.0
124.0	104.0
124.0	108.0
124.0	112.0
100.0	112.0
100.0	108.0
100.0	104.0
100.0	100.0
100.0	96.0
100.0	92.0
96.0	92.0
92.0	92.0
88.0	92.0
84.0	92.0
80.0	92.0
76.0	92.0
76.0	88.0
76.0	84.0
76.0	80.0
76.0	76.0
76.0	72.0
76.0	68.0
80.0	68.0
84.0	68.0
88.0	68.0
92.0	68.0
96.0	68.0
100.0	68.0
100.0	64.0
100.0	60.0
104.0	68.0
108.0	68.0
112.0	68.0
116.0	68.0
100.0	56.0
100.0	52.0
100.0	48.0
100.0	44.0
100.0	40.0
100.0	36.0
96.0	36.0
92.0	36.0
88.0	36.0
84.0	36.0
80.0	36.0
76.0	36.0
72.0	36.0
68.0	36.0
64.0	36.0
60.0	36.0
56.0	36.0
52.0	36.0
48.0	36.0
44.0	36.0
40.0	36.0
36.0	36.0
32.0	36.0
28.0	36.0
24.0	36.0
20.0	36.0
16.0	36.0
12.0	36.0
12.0	40.0
12.0	44.0
12.0	48.0
12.0	52.0
12.0	56.0
12.0	60.0
12.0	64.0
12.0	68.0
16.0	68.0
20.0	68.0
24.0	68.0
28.0	68.0
32.0	68.0
36.0	68.0
40.0	68.0
44.0	68.0
48.0	68.0
52.0	68.0
52.0	64.0
52.0	60.0
52.0	56.0
52.0	52.0
52.0	48.0
52.0	44.0
52.0	72.0
52.0	76.0
52.0	80.0
52.0	84.0
52.0	88.0
52.0	92.0
48.0	92.0
44.0	92.0
40.0	92.0
36.0	92.0
32.0	92.0
28.0	92.0
24.0	92.0
20.0	92.0
16.0	92.0
12.0	92.0
12.0	88.0
12.0	84.0
12.0	80.0
12.0	76.0
12.0	72.0
52.0	96.0
52.0	100.0
52.0	104.0
52.0	108.0
52.0	112.0
52.0	116.0
52.0	120.0
52.0	124.0
52.0	128.0
52.0	132.0
52.0	136.0
72.0	212.0
68.0	212.0
64.0	212.0
60.0	212.0
56.0	212.0
32.0	236.0
172.0	208.0
172.0	204.0
172.0	200.0
172.0	196.0
172.0	192.0
116.0	140.0
120.0	140.0
124.0	140.0
56.0	68.0
60.0	68.0
64.0	68.0
68.0	68.0
72.0	68.0
120.0	68.0
172.0	72.0
172.0	76.0
172.0	80.0
172.0	84.0
172.0	88.0
208.0	68.0
168.0	36.0
164.0	36.0
160.0	36.0
156.0	36.0
52.0	40.0
